2025-08-24 11:41:04 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 11:41:05 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Licencia ABC123 no encontrada en servicio externo
2025-08-24 11:41:05 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com no tiene licencias válidas en el servicio externo
2025-08-24 11:41:05 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login fallido para eduardouio7@gmail.com: Sin licencias válidas
2025-08-24 11:45:21 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 11:45:21 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 22.63ms
2025-08-24 11:57:36 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 11:57:36 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 19.9ms
2025-08-24 11:57:45 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 11:57:45 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 11:57:47 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Licencia ABC123 no encontrada en servicio externo
2025-08-24 11:57:47 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com no tiene licencias válidas en el servicio externo
2025-08-24 11:57:47 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login fallido para eduardouio7@gmail.com: Sin licencias válidas
2025-08-24 11:57:47 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 200 - Tiempo: 2496.6ms
2025-08-24 11:57:47 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Respuesta lenta detectada: 2496.6ms
2025-08-24 11:58:50 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 11:58:51 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 11:59:55 | ERROR | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Error inesperado al validar licencia ABC123: 
2025-08-24 11:59:55 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com no tiene licencias válidas en el servicio externo
2025-08-24 11:59:55 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login fallido para eduardouio7@gmail.com: Sin licencias válidas
2025-08-24 11:59:55 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 200 - Tiempo: 65558.59ms
2025-08-24 11:59:55 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Respuesta lenta detectada: 65558.59ms
2025-08-24 12:00:03 | INFO | Usuario: AnonymousUser | URL: /admin | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:03 | INFO | Usuario: AnonymousUser | URL: /admin | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 404 - Tiempo: 12.04ms
2025-08-24 12:00:03 | INFO | Usuario: AnonymousUser | URL: /admin/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:03 | INFO | Usuario: AnonymousUser | URL: /admin/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 302 - Tiempo: 14.3ms
2025-08-24 12:00:04 | INFO | Usuario: AnonymousUser | URL: /admin/login/?next=/admin/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:04 | INFO | Usuario: AnonymousUser | URL: /admin/login/?next=/admin/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 34.26ms
2025-08-24 12:00:07 | INFO | Usuario: AnonymousUser | URL: /admin/login/?next=/admin/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 12:00:07 | INFO | Usuario: AnonymousUser | URL: /admin/login/?next=/admin/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 302 - Tiempo: 456.43ms
2025-08-24 12:00:07 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:07 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 18.76ms
2025-08-24 12:00:09 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/accounts/license/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:09 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/accounts/license/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 48.03ms
2025-08-24 12:00:09 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/jsi18n/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:09 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/jsi18n/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 15.52ms
2025-08-24 12:00:10 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/accounts/license/1/change/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:10 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/accounts/license/1/change/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 98.86ms
2025-08-24 12:00:10 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/jsi18n/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:00:10 | INFO | Usuario: eduardouio7@gmail.com | URL: /admin/jsi18n/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 31.41ms
2025-08-24 12:01:50 | INFO | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 12:01:51 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 12:01:53 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Licencia ABC123 no encontrada en servicio externo
2025-08-24 12:01:53 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com no tiene licencias válidas en el servicio externo
2025-08-24 12:01:53 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login fallido para eduardouio7@gmail.com: Sin licencias válidas
2025-08-24 12:01:53 | INFO | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 200 - Tiempo: 2568.42ms
2025-08-24 12:01:53 | WARNING | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Respuesta lenta detectada: 2568.42ms
2025-08-24 12:02:54 | INFO | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 12:02:54 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 12:02:56 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Licencia ABC123 no encontrada  https://dev-7.com/licences/validator.php?licence=?licence=ABC123 en servicio externo
2025-08-24 12:02:56 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com no tiene licencias válidas en el servicio externo
2025-08-24 12:02:56 | WARNING | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login fallido para eduardouio7@gmail.com: Sin licencias válidas
2025-08-24 12:02:56 | INFO | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 200 - Tiempo: 2070.84ms
2025-08-24 12:02:56 | WARNING | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Respuesta lenta detectada: 2070.84ms
2025-08-24 12:03:25 | INFO | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 12:03:26 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 12:03:28 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Licencia ABC123 validada exitosamente
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com tiene 1 licencia(s) válida(s)
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login exitoso para eduardouio7@gmail.com - Sesión: temporal (hasta cerrar navegador)
2025-08-24 12:03:28 | INFO | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 302 - Tiempo: 2707.38ms
2025-08-24 12:03:28 | WARNING | Usuario: AnonymousUser | URL: /login/?next=/profile/ | Archivo: LoggingMiddleware | Mensaje: Respuesta lenta detectada: 2707.38ms
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /profile/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /profile/ | Archivo: ProfileTempView | Mensaje: Acceso a perfil por usuario: eduardouio7@gmail.com
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /profile/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 23.05ms
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /media/accounts/pictures/logo.jpeg | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:03:28 | INFO | Usuario: eduardouio7@gmail.com | URL: /media/accounts/pictures/logo.jpeg | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 304 - Tiempo: 5.4ms
2025-08-24 12:04:09 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:04:09 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 302 - Tiempo: 4.16ms
2025-08-24 12:04:09 | INFO | Usuario: eduardouio7@gmail.com | URL: / | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:04:09 | INFO | Usuario: eduardouio7@gmail.com | URL: / | Archivo: HomeTempView | Mensaje: Acceso a página principal por: eduardouio7@gmail.com
2025-08-24 12:04:09 | INFO | Usuario: eduardouio7@gmail.com | URL: / | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 7.06ms
2025-08-24 12:04:11 | INFO | Usuario: eduardouio7@gmail.com | URL: /logout/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 12:04:11 | INFO | Usuario: eduardouio7@gmail.com | URL: /logout/ | Archivo: LoguoutRedView | Mensaje: Logout exitoso para usuario: eduardouio7@gmail.com
2025-08-24 12:04:11 | INFO | Usuario: eduardouio7@gmail.com | URL: /logout/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 302 - Tiempo: 6.57ms
2025-08-24 12:04:11 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:04:11 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición GET completada - Status: 200 - Tiempo: 14.38ms
2025-08-24 12:04:13 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición POST iniciada
2025-08-24 12:04:14 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Intento de login para usuario: eduardouio7@gmail.com
2025-08-24 12:04:16 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoginTempView | Mensaje: Licencia ABC123 validada exitosamente
2025-08-24 12:04:16 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Usuario eduardouio7@gmail.com tiene 1 licencia(s) válida(s)
2025-08-24 12:04:16 | INFO | Usuario: eduardouio7@gmail.com | URL: /login/ | Archivo: LoginTempView | Mensaje: Login exitoso para eduardouio7@gmail.com - Sesión: temporal (hasta cerrar navegador)
2025-08-24 12:04:16 | INFO | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Petición POST completada - Status: 302 - Tiempo: 2463.12ms
2025-08-24 12:04:16 | WARNING | Usuario: AnonymousUser | URL: /login/ | Archivo: LoggingMiddleware | Mensaje: Respuesta lenta detectada: 2463.12ms
2025-08-24 12:04:16 | INFO | Usuario: eduardouio7@gmail.com | URL: / | Archivo: LoggingMiddleware | Mensaje: Petición GET iniciada
2025-08-24 12:04:16 | INFO | Usuario: eduardouio7@gmail.com | URL: / | Archivo: HomeTempView | Mensaje: Acceso a página principal por: eduardouio7@gmail.com
